entrezID	mappingID
55769	7636
168374	7645
81931	7646
7757	7648
148198	7651
163227	7653
94039	7654
100129842	7655
51427	7660
7771	7665
163071	7667
51351	7670
100188891	7677
400058	7684
391033	7685
7586	7698
7692	7708
90338	7715
10168	7719
55888	7720
353274	7721
169841	7722
144348	7729
89870	7731
339318	7734
7569	7735
7572	7744
441843	7758
7755	7759
128553	7765
8927	7774
729944	7777
7784	7785
5189	7788
158586	7790
4830	7794
3339	7796
57190	7800
29914	7801
4904	7806
5980	7807
1486	7811
1186	7814
24	7815
4000	7816
6390	7817
80128	7819
3765	7820
7391	7821
6375	7822
5451	7823
4914	7825
10560	7826
1308	7828
3080	7829
1118	7831
7100	7833
5824	7835
1116	7836
6654	7838
10578	7843
7273	7847
4760	7853
23545	7854
617	7856
6508	7858
3239	7859
3800	7860
6917	7865
6405	7868
291	7872
7318	7875
8309	7876
25978	7877
846	7878
1466	7882
1816	7883
2121	7886
7096	7887
1834	7888
5431	7890
728045	7891
5458	7894
5019	7898
392255	7899
2150	7901
1462	7902
7310	7904
79628	7906
3593	7907
6310	7912
3119	7924
7940	7929
3122	7930
4337	7931
5460	7934
3113	7935
667	7943
3117	7946
26585	7947
8838	7949
1310	7950
2697	7953
5071	7958
8706	7961
654	7964
7291	7967
11281	7968
2617	7969
644000	7970
2617	7972
2020	7973
51422	7981
5803	7983
3110	7987
1730	7989
51435	7992
56172	7995
5324	7996
10397	7998
4061	7999
9401	8002
3440	8005
3441	8006
3442	8007
4507	8008
1540	8010
2733	8012
27130	8014
5727	8015
25861	8016
1757	8017
1316	8025
7019	8033
657	8035
5728	8037
1326	8040
5002	8042
283120	8043
7140	8044
6150	8046
3047	8047
966	8049
4005	8051
3732	8052
4488	8053
10661	8055
1500	8057
4041	8058
10312	8059
340024	8062
418	8063
401	8064
4863	8067
7704	8070
3703	8071
55315	8072
7132	8077
362	8084
6490	8088
6311	8095
8200	8096
26353	8097
59341	8098
145282	8107
6252	8108
3895	8109
1397	8112
3492	8116
138050	8119
145624	8122
9990	8124
5315	8127
4363	8133
6687	8134
64127	8135
5699	8138
29	8143
3000	8145
1411	8146
6352	8147
50964	8149
6521	8150
4137	8152
6521	8154
6521	8155
65266	8157
6521	8158
9241	8159
10801	8162
9267	8164
2271	8166
4436	8169
8792	8171
8792	8172
199746	8176
6455	8179
9002	8180
6223	8182
4868	8183
147700	8185
80207	8186
10520	8191
140885	8194
3642	8196
58495	8197
30813	8198
84557	8199
4159	8203
3763	8206
861	8207
8209	8210
6450	8211
3543	8222
6663	8223
4281	8230
4113	8234
4112	8235
4112	8236
190	8238
7317	8240
7030	8244
7317	8247
22	8252
4841	8253
5631	8254
6658	8256
331	8257
5956	8261
2316	8262
6134	8264
2157	8265
3054	8267
4100	8271
2316	8272
4204	8274
393	8275
55558	8276
438	8278
4267	8279
8227	8280
3563	8281
1438	8282
293	8283
5940	8285
5940	8286
19	8298
2747	8307
51	8308
2020	8311
8386	8316
8318	8319
19	8371
3434	8374
3433	8375
3437	8376
6787	8380
341676	8381
653166	8385
9596	8393
391013	8397
2317	8413
346007	8414
9033	8421
10120	8423
9218	8426
7073	8430
6335	8432
9242	8441
391257	8457
8626	8461
6790	8465
9497	8485
140913	8494
11001	8523
160851	8524
6569	8561
9156	8571
144124	8579
219445	8584
26668	8589
338674	8592
8594	8593
120776	8597
8384	8598
8384	8599
6692	8610
5394	8619
23581	8627
26025	8640
5495	8652
3756	8656
8999	8657
1770	8670
201625	8679
374462	8680
5016	8684
8554	8695
3547	8696
64976	8699
1770	8709
8671	8716
8701	8719
23136	8730
64319	8734
255926	8757
8766	8765
2494	8768
10312	8845
1521	8849
51343	8855
8626	8860
9031	8865
151449	8873
10239	8885
7458	8889
57699	8901
131034	8902
221184	8903
388254	8919
100289574	8920
283755	8921
400322	8922
8917	8923
53615	8931
6767	8937
126961	8967
112464	8990
4071	9004
6199	9017
321	9029
3755	9035
3754	9036
9172	9041
29127	9042
10942	9065
51378	9067
9050	9078
9530	9089
11168	9090
1841	9102
8404	9105
5062	9106
9098	9109
4606	9115
4604	9116
5612	9137
9142	-
1175	9151
1117	9155
6992	9160
1175	9161
2906	9164
9167	9165
11185	9171
4104	9174
10999	9176
86	9178
10049	9186
2107	9190
2250	9192
9897	9195
201562	9199
9217	9216
9266	9224
83605	9225
11235	9226
7760	9233
84891	9234
10294	9237
4677	9243
9051	9250
665	9257
5863	9264
4259	9272
84634	9291
5366	9305
283698	9307
6470	9316
221037	9323
5469	9327
7321	9335
11251	9336
80895	9345
5116	9346
2834	9347
7433	9357
8894	9359
9545	9387
5433	9393
7361	9396
57016	9405
10505	9408
8189	9417
1645	9418
10308	9428
26614	9433
26614	9434
185	9449
199	9471
11250	9483
11251	9484
55014	9485
25814	9490
1644	9492
653067	9503
139793	9504
203569	9505
1213	9511
81618	9523
5625	9539
10886	9544
6902	9549
114548	9558
9562	9561
55809	9565
392255	9571
83959	9574
8476	9579
889	9602
8666	9606
109	9608
81669	9613
9590	9614
51741	9621
9289	9624
8842	9634
473	9642
23450	9660
23450	9661
577	9664
5909	9676
8021	9680
988	9691
80184	9707
10749	9713
55619	9714
4077	9740
4849	9756
8019	9763
2887	9769
8284	9773
399979	9795
9220	9799
1718	9800
6046	9803
116986	9809
23768	9822
10808	9835
8916	9838
80003	9845
4154	9850
10787	9864
65125	9872
8476	9876
10694	9888
259217	9893
51363	9916
10007	9930
9993	9932
6320	9944
148738	9974
9843	9977
221491	9979
5923	9983
10309	9998
54363	9999
10935	10012
11280	10027
359791	10028
352887	10032
2257	10035
2305	10037
10042	10041
642585	10065
10071	10070
26284	10074
57194	10080
4846	10088
10755	10091
9941	10104
221472	10115
27329	10119
7369	10122
25820	10132
3460	10145
7767	10173
57187	10177
375612	10182
375612	10183
340596	10185
9013	10191
27030	10192
23683	10222
8839	10258
9963	10259
1107	10264
5813	10271
8187	10275
55534	10292
10128	10303
92399	10304
5366	10310
55915	10315
8935	10323
337874	10339
79963	10348
645292	10353
392428	10358
100130233	10359
644253	10364
3268	10366
5981	10372
486	10373
4121	10374
9388	10375
7846	10377
3550	10378
10273	10387
10178	10405
51747	10414
22974	10416
5901	10429
10516	10433
4850	10441
3995	10442
10362	10448
23532	10453
10938	10496
57556	10502
54437	10503
57715	10504
54910	10508
64218	10510
223117	10511
30008	10515
27122	10530
148022	10532
4739	10543
7520	10545
10220	10546
11039	10571
10142	10582
143	10583
10051	10593
171017	10601
84991	10604
10336	10619
7773	10624
25788	10646
71	10649
5441	10662
11183	10676
6452	10679
11146	10680
7225	10684
81	10685
9862	10689
291	10696
440359	10697
139163	10698
27233	10700
8539	10719
3312	10722
2335	10727
442240	10729
146691	10731
388743	10754
10758	10756
10758	10757
23641	10760
2204	10764
26227	10770
9310	10779
51292	10784
6768	10792
7542	10796
645313	10805
65268	10812
4872	10832
51232	10839
377677	10843
644777	10853
642840	10854
7162	10860
6512	10862
6870	10872
55697	10883
57381	10889
11165	10909
2739	10918
4123	10925
9499	10931
9445	10932
3705	10937
9491	10958
5569	10967
23595	10968
1950	10976
146057	10977
2833	10995
140679	10996
28965	10997
376497	11002
50807	11003
64714	11008
11093	11032
1998	11038
9506	11048
7091	11050
57142	11053
83737	11058
374868	11071
922	11084
646479	11089
93166	11106
7799	11109
639	11110
10984	11111
83992	11114
136991	11115
84254	11121
27035	11125
339669	11134
8997	11139
51166	11150
10061	11195
11223	11204
11209	11208
11209	11210
11277	11220
28988	11225
6045	11229
8434	11233
7273	11239
51809	11246
55503	11256
10210	11263
3514	11265
10516	11268
143	11271
10687	11310
11311	11312
51433	11324
6814	11327
5303	22804
64375	22805
3798	22810
100129080	22812
372	22819
10439	22825
85446	22830
3751	22831
89795	22840
2744	22842
116987	22851
23660	22855
7468	22857
8036	22860
54726	22867
6683	22886
117178	22892
51603	22896
10531	22910
9238	22912
9330	22922
9328	22923
284119	22939
55163	22940
10998	22942
8644	22946
55907	22951
286101	22956
90987	22957
58500	22958
57209	22960
51430	22975
9515	22988
10767	22991
253959	23000
23544	23003
285600	23004
8455	23006
55832	23009
745	23010
283638	23018
9736	23021
440026	23027
10940	23044
285527	23045
51592	23050
26278	23055
643314	23056
200576	23058
7093	23068
66008	23069
8497	23073
83660	23079
815	23083
6543	23084
84059	23088
285596	23100
9379	23103
51585	23104
51755	23106
7837	23110
9256	23115
84726	23121
23499	23123
375056	23124
261734	23128
7461	23134
56171	23146
7840	23147
20	23153
51421	23156
23160	23159
54861	23182
23469	23183
5362	23188
23203	23202
114088	23206
4651	23222
22990	23226
375449	23227
4642	23238
221981	23249
27185	23257
2036	23260
51780	23267
158471	23273
116984	23278
440073	23280
221395	23282
57553	23289
116985	23290
157680	23292
1540	23296
7094	23297
200424	23298
253725	23311
27445	23319
112	23320
204851	23323
51366	23330
80205	23337
154796	23340
10014	23342
109	23343
4591	23346
283450	23356
84162	23364
50649	23372
10116	23374
10724	23375
9529	23377
55818	23388
23654	23391
171023	23393
8481	23402
379	23407
26279	23419
827	23422
23544	23425
3609	23427
8694	23441
80208	23442
79726	23444
10859	23445
10848	23453
55324	23454
89845	23455
340273	23458
79068	23465
6661	23470
57634	23472
22974	23477
213	23482
51493	23485
213	23486
8403	23487
6665	23488
6665	23489
11166	23490
670	23494
5068	23496
5891	23497
9508	23501
5198	23502
11176	23525
1361	23537
10899	23561
5777	23565
90480	23570
149708	23571
84883	23573
10912	23575
26701	23577
553115	23578
284366	23579
25825	23599
57175	23602
5228	23611
222052	23618
799	23622
374462	23628
26523	23631
29851	23638
133746	23651
23129	23652
5365	23653
91584	23655
9949	23656
391627	23661
3035	23662
219699	23663
90249	23664
140739	23665
25809	23669
84930	23672
80701	23674
6253	23675
84140	23680
375298	23681
79954	23684
51406	23686
137492	23687
6391	23688
80003	23689
22990	23690
91663	23692
80258	23693
116442	23695
2182	23698
22995	23701
55755	23702
8792	23703
51661	23711
11078	23712
389207	23715
5962	23716
65217	23717
1690	23718
79977	23721
6495	23724
4646	23725
71	23726
23582	23728
54942	23730
84909	23733
219285	23734
54809	23735
643749	23736
10758	23737
56893	23740
79188	23745
129025	23747
140883	23748
51807	23750
54551	23763
81846	23773
644165	23775
648980	23776
100127952	23777
643159	23778
25943	24143
161	25765
29072	25767
55660	25768
23786	25779
140710	25781
55187	25783
23617	25785
1834	25795
25809	25808
84222	25810
51586	25811
80833	25815
10580	25838
56650	25846
56654	25848
4088	25856
51564	25857
10565	25860
57507	25863
10393	25866
10943	25867
347918	25868
389662	25869
55816	25872
51447	25877
121665	25881
60496	25882
11117	25883
7145	25887
26512	25889
26608	25892
100131755	25899
284058	25905
10039	25908
157922	25910
23607	25916
51574	25918
57472	25919
66036	25922
80267	25931
81542	25933
26056	25935
51460	25944
63027	25947
50628	25951
50628	25952
140462	25954
161	25955
56905	25958
11173	25964
9425	25965
65010	25967
9883	25968
9883	25969
51594	25971
78987	25982
11177	25985
29994	25986
79791	25990
9223	25991
57509	25993
51626	25995
10758	25997
4189	26004
81488	26006
25827	26008
9990	26014
11253	26016
5861	26021
2687	26023
51752	26026
5364	26028
667	26029
4976	26041
9659	26042
146057	26044
196441	26055
26118	26066
4969	26067
10000	26068
4086	26072
23224	26075
261734	26076
23034	26078
54865	26079
9693	26081
4054	26087
5238	26089
53635	26096
389715	26104
55183	26109
51490	26110
81543	26111
221960	26113
25782	26114
54700	26116
645961	26117
3189	26124
59272	26125
5412	26126
10723	26129
8890	26131
10762	26132
26038	26139
114902	26141
5908	26142
51750	26143
23178	26144
84458	26148
92104	26158
23774	26159
284649	26161
51375	26162
8086	26163
10870	26169
284403	26170
85376	26171
100506243	26172
4616	26174
10381	26176
51259	26177
8390	26178
4992	26179
4992	26180
4992	26181
4992	26182
4992	26183
4992	26185
8387	26186
8388	26187
26211	26208
26211	26209
26211	26210
26212	26213
26212	26214
393046	26215
393046	26216
158131	26217
138883	26218
8220	26221
100505879	26236
26689	26241
8392	26243
8392	26244
138804	26250
4008	26264
80204	26265
53942	26274
84059	26282
145864	26283
50808	26288
23523	26293
23017	26294
54677	26299
56139	26302
56138	26303
56143	26304
56136	26305
56141	26306
56142	26308
56117	26309
401692	26310
401692	26311
401692	26312
401692	26313
401692	26314
401692	26315
390186	26316
390186	26317
390186	26318
26322	26319
26322	26320
26322	26321
26322	26323
26322	26324
26322	26325
26322	26326
26322	26327
26322	26328
26322	26329
26656	26331
26658	26332
26335	26334
26668	26336
26668	26337
401687	26340
8591	26342
8595	26344
8595	26345
8595	26346
8595	26347
8595	26348
8595	26349
8595	26350
8595	26351
6534	26467
401637	26474
8583	26477
26479	26480
26479	26481
401637	26482
401637	26483
401637	26484
401637	26485
401637	26486
401637	26487
401637	26488
26478	26489
8580	26490
8580	26491
26541	26498
23542	26501
54805	26506
26517	26518
51300	26522
9802	26527
283159	26535
79345	26536
442194	26542
401903	26543
401903	26544
341276	26545
283160	26546
283159	26547
23473	26587
80262	26588
283162	26593
390271	26594
389537	26596
390275	26597
390886	26598
390883	26599
390882	26600
125962	26601
8585	26602
346708	26603
392752	26604
10821	26605
442101	26606
401637	26607
401637	26613
26651	26615
390885	26616
26473	26617
402249	26618
10821	26619
391548	26620
391548	26621
391548	26622
390288	26623
8587	26624
8587	26625
9432	26626
26637	26627
402077	26629
375601	26630
10820	26631
8588	26632
81115	26633
253933	26634
389537	26635
26637	26636
391632	26638
81115	26639
375601	26641
375601	26642
26644	26643
26645	26646
391279	26649
341128	26650
390885	26652
26473	26653
125958	26654
162998	26655
26659	26657
26661	26660
390894	26662
390895	26663
26335	26665
390894	26666
390895	26667
390892	26670
390321	26671
135946	26672
390168	26673
219437	26674
392391	26675
441608	26676
390190	26677
219982	26678
390028	26684
124538	26688
119765	26691
392313	26697
392132	26698
346524	26699
442183	26700
127062	26702
391194	26703
388762	26704
442188	26705
442186	26706
442185	26708
442197	26709
135941	26710
202861	26711
26716	26712
442189	26714
7932	26715
135948	26718
120776	26720
442190	26721
442184	26722
441295	26723
401427	26724
442361	26725
346528	26726
219959	26727
158131	26728
158131	26729
125963	26730
392390	26731
392390	26732
254973	26733
254973	26734
26737	26736
392392	26738
26740	26739
347168	26741
4992	26743
26184	26744
26184	26745
347169	26746
8420	26764
26811	26794
94161	26803
26831	26833
26834	26836
26835	26837
26856	101954273
26863	26857
6060	26862
26865	26867
26864	26868
342909	26975
284349	26976
728773	26977
728773	26979
26986	26981
29803	26997
27124	27001
11277	27003
1123	27011
2304	27021
29931	27024
6323	27066
10783	27073
135152	27088
440275	27104
10411	27105
27430	27108
23741	27110
27004	27114
55504	27116
55806	27117
10733	27119
100130561	27126
7361	27135
50617	27142
55841	27149
53832	27155
6730	27157
252841	27167
442673	27174
27187	27186
255877	27188
392597	27191
26608	27203
2882	27234
6527	27305
9509	27310
57338	27317
8085	27318
6311	27322
93986	27323
8573	27325
51586	27326
3493	27331
10863	27337
94009	27353
8428	27431
64222	27432
51208	27435
100130418	27438
100130717	27441
391104	27444
3507	28216
3505	28217
3503	28218
3502	28219
3501	28220
3500	28221
3498	28222
3497	28223
3495	28224
3494	28225
3493	28226
3493	28228
3493	28229
100287372	28302
100287372	28303
388255	28308
647187	28310
390531	28319
390530	28321
646370	28323
100287128	28324
388077	28325
3499	28336
28411	28403
28461	28459
6987	28527
6986	28528
6985	28529
6984	28530
6983	28531
6982	28532
6981	28533
6980	28534
6979	28535
6978	28536
6977	28537
6976	28538
6974	28539
6973	28540
6972	28541
6971	28542
6970	28543
6969	28544
6968	28545
6967	28546
6967	28547
6966	28548
6958	28549
6960	28550
6961	28551
6959	28553
6962	28554
6956	28687
3542	28835
3541	28836
3540	28837
3539	28838
3538	28839
3537	28840
339562	28841
3532	28844
3527	28846
3529	28848
3530	28851
100996600	28856
652873	28857
28299	28944
3514	28945
50943	28953
9567	28961
5880	28963
56833	28967
57496	28975
7529	28979
149986	28980
5170	28993
213	29004
378938	29005
9818	29008
10935	29017
53918	29019
